date,close
2016-05-19,82.07
2016-05-20,82.92
2016-05-23,82.6
2016-05-24,83.43
2016-05-25,84.9
2016-05-26,87.4
2016-05-27,88.56
2016-05-30,89.83
2016-05-31,91.5
2016-06-01,90.86
2016-06-02,91.25
2016-06-03,90.24
2016-06-06,92.14
2016-06-07,97.21
2016-06-08,97.44
2016-06-09,97.78
2016-06-10,93.75
2016-06-14,88.75
2016-06-15,90.44
2016-06-16,88
2016-06-17,89.54
2016-06-20,90.95
2016-06-21,90.51
2016-06-22,91.85
2016-06-23,95.61
2016-06-24,91.01
2016-06-27,87
2016-06-28,88.46
2016-06-29,90.35
2016-06-30,90
2016-07-01,90.8
2016-07-04,90.73
2016-07-05,89
2016-07-06,88.26
2016-07-07,90.16
2016-07-08,91.51
2016-07-11,92.7
2016-07-12,94.81
2016-07-13,96.44
2016-07-14,96.99
2016-07-15,96
2016-07-18,96.5
2016-07-19,96.51
2016-07-20,97.37
2016-07-21,97.1
2016-07-22,96.4
2016-07-25,95.2
2016-07-26,95.1
2016-07-27,94.99
2016-07-28,95.9
2016-07-29,98.8
2016-08-01,98.41
2016-08-02,96.58
2016-08-03,97
2016-08-04,97.23
2016-08-05,97.51
2016-08-08,98.45
2016-08-09,99
2016-08-10,98
2016-08-11,99.39
2016-08-12,98.8
2016-08-15,99.13
2016-08-16,99.31
2016-08-17,98.95
2016-08-18,98.85
2016-08-19,98.4
2016-08-22,99.15
2016-08-23,100.8
2016-08-24,100.3
2016-08-25,102.8
2016-08-26,104.09
2016-08-29,103.6
2016-08-30,102.45
2016-08-31,101.97
2016-09-01,103.32
2016-09-02,104.15
2016-09-05,105.97
2016-09-06,107.96
2016-09-07,110.9
2016-09-08,109.07
2016-09-09,107.66
2016-09-12,107.51
2016-09-13,106.97
2016-09-14,106.93
2016-09-15,107.31
2016-09-16,106.06
2016-09-19,107
2016-09-20,107.29
2016-09-21,108.45
2016-09-22,111.47
2016-09-23,109.38
2016-09-26,109.26
2016-09-27,108.75
2016-09-28,109.2
2016-09-29,109
2016-09-30,105.82
2016-10-03,108.55
2016-10-04,107.82
2016-10-05,108.68
2016-10-06,111.01
2016-10-07,111.22
2016-10-10,113.4
2016-10-11,113.9
2016-10-12,112.32
2016-10-13,110.65
2016-10-14,110.6
2016-10-17,110.19
2016-10-18,110.92
2016-10-19,111.86
2016-10-20,111.37
2016-10-21,111.75
2016-10-24,112.2
2016-10-25,112.82
2016-10-26,111.48
2016-10-27,112.11
2016-10-28,112.44
2016-10-31,111.59
2016-11-01,110.22
2016-11-02,107.6
2016-11-03,106.52
2016-11-07,106.4
2016-11-08,106.76
2016-11-09,110.48
2016-11-10,111.8
2016-11-11,113.49
2016-11-14,113.21
2016-11-15,111.65
2016-11-16,111.65
2016-11-17,110.28
2016-11-18,111.25
2016-11-21,111.95
2016-11-22,113.81
2016-11-23,114.5
2016-11-24,118.24
2016-11-25,118
2016-11-28,117.03
2016-11-29,115.7
2016-11-30,116.08
2016-12-01,115.4
2016-12-02,116.62
2016-12-05,118.06
2016-12-06,116.5
2016-12-07,118.21
2016-12-08,123.75
2016-12-09,121.9
2016-12-12,126.3
2016-12-13,129.53
2016-12-14,128.56
2016-12-15,129.09
2016-12-16,128.42
2016-12-19,127.8
2016-12-20,128.45
2016-12-21,129.63
2016-12-22,127.01
2016-12-23,128.13
2016-12-26,128
2016-12-27,128.13
2016-12-28,129
2016-12-29,130.5
2016-12-30,129.75
2017-01-03,136.59
2017-01-04,134.8
2017-01-05,133.47
2017-01-06,132.5
2017-01-09,130
2017-01-10,130.59
2017-01-11,128.8
2017-01-12,128.12
2017-01-13,124.26
2017-01-16,122.76
2017-01-17,122.64
2017-01-18,124
2017-01-19,124.99
2017-01-20,126.48
2017-01-23,124.78
2017-01-24,127.7
2017-01-25,127.45
2017-01-26,129.94
2017-01-27,131.9
2017-01-30,130.01
2017-01-31,128.6
2017-02-01,129.42
2017-02-02,128.8
2017-02-03,130
2017-02-06,130.46
2017-02-07,130.68
2017-02-08,128.84
2017-02-09,128.4
2017-02-10,127.41
2017-02-13,127.98
2017-02-14,125.44
2017-02-15,125.45
2017-02-16,125.47
2017-02-17,124.45
2017-02-20,125
2017-02-21,126.9
2017-02-22,127.99
2017-02-24,125.87
2017-02-27,121.25
2017-02-28,118.81
2017-03-01,122.92
2017-03-02,125.29
2017-03-03,122.43
2017-03-06,120.57
2017-03-07,119.26
2017-03-09,118.46
2017-03-10,117.6
2017-03-13,117.8
2017-03-14,117.51
2017-03-15,117.5
2017-03-16,121.5
2017-03-17,122.73
2017-03-20,125.45
2017-03-21,125.33
2017-03-22,124.73
2017-03-23,126
2017-03-24,124.59
2017-03-27,123
2017-03-28,123.3
2017-03-29,123.05
2017-03-30,122.88
2017-03-31,120.8
